datetime,prefecture,pop_male,pop_female,pop_sum,pop_households
2009-01-01,鹿児島県,811139,917415,1728554,782188
2009-01-01,沖縄県,687889,709923,1397812,550420
2010-01-01,北海道,2618969,2901925,5520894,2654310
2010-01-01,青森県,667377,738158,1405535,571091
2010-01-01,岩手県,645922,699085,1345007,503139
2010-01-01,宮城県,1132240,1197104,2329344,906925
2010-01-01,秋田県,523940,584297,1108237,419270
2010-01-01,山形県,566781,609978,1176759,397683
2010-01-01,福島県,998942,1052684,2051626,749760
2010-01-01,茨城県,1489569,1489570,2979139,1121039
2010-01-01,栃木県,996502,1004272,2000774,753759
2010-01-01,群馬県,990601,1014185,2004786,766784
2010-01-01,埼玉県,3588368,3534716,7123084,2910960
2010-01-01,千葉県,3084888,3064911,6149799,2573718
2010-01-01,東京都,6255821,6354091,12609912,6296239
2010-01-01,神奈川県,4476728,4408730,8885458,3928288
2010-01-01,新潟県,1160033,1231058,2391091,849247
2010-01-01,富山県,529963,567773,1097736,388425
2010-01-01,石川県,560522,602428,1162950,444565
2010-01-01,福井県,392782,416683,809465,272292
2010-01-01,山梨県,424339,439871,864210,335689
2010-01-01,長野県,1055513,1106059,2161572,814404
2010-01-01,岐阜県,1014995,1068123,2083118,745569
2010-01-01,静岡県,1862426,1907259,3769685,1440680
2010-01-01,愛知県,3632381,3605231,7237612,2891553
2010-01-01,三重県,902510,947193,1849703,724893
2010-01-01,滋賀県,683318,703252,1386570,510070
2010-01-01,京都府,1227484,1324222,2551706,1116543
2010-01-01,大阪府,4221854,4461181,8683035,3901462
2010-01-01,兵庫県,2688838,2897344,5586182,2345254
2010-01-01,奈良県,674564,737151,1411715,555909
2010-01-01,和歌山県,489718,543061,1032779,428389
2010-01-01,鳥取県,284641,310690,595331,226434
2010-01-01,島根県,345066,378116,723182,276298
2010-01-01,岡山県,935420,1004029,1939449,780663
2010-01-01,広島県,1382471,1473837,2856308,1226633
2010-01-01,山口県,692736,771539,1464275,643004
2010-01-01,徳島県,379192,417705,796897,320344
2010-01-01,香川県,487577,525178,1012755,410801
2010-01-01,愛媛県,689999,767951,1457950,630260
2010-01-01,高知県,363212,409189,772401,349612
2010-01-01,福岡県,2391310,2647264,5038574,2175227
2010-01-01,佐賀県,407174,452226,859400,309659
2010-01-01,長崎県,680387,769640,1450027,611343
2010-01-01,熊本県,865885,967872,1833757,729603
2010-01-01,大分県,571782,635194,1206976,508207
2010-01-01,宮崎県,544397,608117,1152514,500694
2010-01-01,鹿児島県,808913,913492,1722405,786259
2010-01-01,沖縄県,692385,713791,1406176,559851
2011-01-01,北海道,2606676,2892240,5498916,2670572
2011-01-01,青森県,662430,733456,1395886,574712
2011-01-01,岩手県,641096,693718,1334814,505347
2011-01-01,宮城県,1127216,1191740,2318956,912225
2011-01-01,秋田県,518609,578979,1097588,420351
2011-01-01,山形県,562996,605756,1168752,399045
2011-01-01,福島県,991824,1044322,2036146,752754
2011-01-01,茨城県,1486528,1486646,2973174,1132370
2011-01-01,栃木県,994133,1001768,1995901,760385
2011-01-01,群馬県,987671,1010887,1998558,772913
2011-01-01,埼玉県,3594851,3546078,7140929,2944273
2011-01-01,千葉県,3089444,3072477,6161921,2599887
2011-01-01,東京都,6275193,6387268,12662461,6344540
2011-01-01,神奈川県,4481050,4425540,8906590,3962170
2011-01-01,新潟県,1153973,1224880,2378853,854420
2011-01-01,富山県,527854,565031,1092885,391022
2011-01-01,石川県,559359,600847,1160206,448539
2011-01-01,福井県,391457,414971,806428,274156
2011-01-01,山梨県,422626,437933,860559,338154
2011-01-01,長野県,1051779,1102023,2153802,819637
2011-01-01,岐阜県,1012043,1064632,2076675,751299
2011-01-01,静岡県,1857844,1902957,3760801,1451812
2011-01-01,愛知県,3636521,3613105,7249626,2918116
2011-01-01,三重県,899926,944367,1844293,730515
2011-01-01,滋賀県,685552,705375,1390927,517676
2011-01-01,京都府,1224789,1322436,2547225,1125013
2011-01-01,大阪府,4218182,4463441,8681623,3932806
2011-01-01,兵庫県,2684529,2895610,5580139,2364110
2011-01-01,奈良県,671702,734999,1406701,560521
2011-01-01,和歌山県,486125,539488,1025613,430260
2011-01-01,鳥取県,283326,308887,592213,227848
2011-01-01,島根県,342801,375417,718218,277672
2011-01-01,岡山県,932602,1001455,1934057,786906
2011-01-01,広島県,1380736,1471992,2852728,1232636
2011-01-01,山口県,688770,766631,1455401,645165
2011-01-01,徳島県,376501,414741,791242,321753
2011-01-01,香川県,486413,523381,1009794,413948
2011-01-01,愛媛県,686303,763959,1450262,633350
2011-01-01,高知県,360489,405937,766426,350151
2011-01-01,福岡県,2393825,2649669,5043494,2198679
2011-01-01,佐賀県,405516,450452,855968,312104
2011-01-01,長崎県,676042,764811,1440853,613611
2011-01-01,熊本県,863695,964776,1828471,735976
2011-01-01,大分県,569465,632436,1201901,511536
2011-01-01,宮崎県,542091,605776,1147867,504234
2011-01-01,鹿児島県,805361,908623,1713984,789406
2011-01-01,沖縄県,696260,717323,1413583,568860
2012-01-01,北海道,2592061,2882155,5474216,2685761
2012-01-01,青森県,655598,727445,1383043,577351
2012-01-01,岩手県,632865,684930,1317795,506306
2012-01-01,宮城県,1120196,1182510,2302706,918304
2012-01-01,秋田県,512618,573400,1086018,421338
2012-01-01,山形県,558711,601493,1160204,401201
2012-01-01,福島県,971512,1020353,1991865,747619
2012-01-01,茨城県,1480363,1479647,2960010,1142271
2012-01-01,栃木県,990800,997955,1988755,766343
2012-01-01,群馬県,984009,1006935,1990944,778481
2012-01-01,埼玉県,3595889,3553614,7149503,2978999
2012-01-01,千葉県,3080284,3067335,6147619,2616794
2012-01-01,東京都,6287628,6411643,12699271,6390020
2012-01-01,神奈川県,4481070,4436298,8917368,3993565
2012-01-01,新潟県,1146879,1217753,2364632,859516
2012-01-01,富山県,525519,562025,1087544,393868
2012-01-01,石川県,557901,598829,1156730,451929
2012-01-01,福井県,390019,413161,803180,275683
2012-01-01,山梨県,419905,435841,855746,339911
2012-01-01,長野県,1048196,1097766,2145962,825012
2012-01-01,岐阜県,1008111,1060831,2068942,757371
2012-01-01,静岡県,1852360,1898211,3750571,1463726
2012-01-01,愛知県,3642308,3620865,7263173,2947483
2012-01-01,三重県,897197,941416,1838613,727521
2012-01-01,滋賀県,687275,707197,1394472,525061
2012-01-01,京都府,1221837,1320903,2542740,1132893
2012-01-01,大阪府,4213507,4466426,8679933,3963932
2012-01-01,兵庫県,2679022,2893383,5572405,2381894
2012-01-01,奈良県,668673,732570,1401243,564867
2012-01-01,和歌山県,482712,535956,1018668,432124
2012-01-01,鳥取県,281563,307152,588715,228484
2012-01-01,島根県,340432,372624,713056,278913
2012-01-01,岡山県,931589,999997,1931586,793664
2012-01-01,広島県,1377499,1469181,2846680,1239126
2012-01-01,山口県,684130,761343,1445473,646582
2012-01-01,徳島県,375762,410878,786640,323849
2012-01-01,香川県,484726,521762,1006488,416706
2012-01-01,愛媛県,681901,759390,1441291,635273
2012-01-01,高知県,357267,402413,759680,350332
2012-01-01,福岡県,2396212,2653245,5049457,2222103
2012-01-01,佐賀県,404291,449072,853363,314652
2012-01-01,長崎県,671779,759706,1431485,616491
2012-01-01,熊本県,860916,961415,1822331,744226
2012-01-01,大分県,567071,629733,1196804,514432
2012-01-01,宮崎県,540141,603603,1143744,507719
2012-01-01,鹿児島県,801968,904113,1706081,792803
2012-01-01,沖縄県,700593,722345,1422938,578976
2013-01-01,北海道,2583864,2881587,5465451,2709610
2013-01-01,青森県,649775,722235,1372010,581393
2013-01-01,岩手県,630345,683835,1314180,512115
2013-01-01,宮城県,1127994,1190698,2318692,937269
2013-01-01,秋田県,507078,569127,1076205,423751
2013-01-01,山形県,554935,601007,1155942,404981
2013-01-01,福島県,964940,1015319,1980259,754115
2013-01-01,茨城県,1498212,1498860,2997072,1177748
2013-01-01,栃木県,999989,1010945,2010934,786704
2013-01-01,群馬県,999089,1024293,2023382,803368
2013-01-01,埼玉県,3648069,3624235,7272304,3057860
2013-01-01,千葉県,3117679,3122776,6240455,2684067
2013-01-01,東京都,6492421,6650219,13142640,6653367
2013-01-01,神奈川県,4551421,4532222,9083643,4092210
2013-01-01,新潟県,1143702,1217431,2361133,869721
2013-01-01,富山県,528469,566358,1094827,403627
2013-01-01,石川県,560864,602225,1163089,462124
2013-01-01,福井県,392503,418049,810552,283611
2013-01-01,山梨県,422833,441084,863917,348271
2013-01-01,長野県,1054823,1110781,2165604,843222
2013-01-01,岐阜県,1021660,1081219,2102879,787440
2013-01-01,静岡県,1879425,1930045,3809470,1509901
2013-01-01,愛知県,3735388,3727412,7462800,3072876
2013-01-01,三重県,912646,958973,1871619,763846
2013-01-01,滋賀県,699514,719912,1419426,543393
2013-01-01,京都府,1241673,1345456,2587129,1168371
2013-01-01,大阪府,4299966,4573732,8873698,4090596
2013-01-01,兵庫県,2719028,2941274,5660302,2448763
2013-01-01,奈良県,669688,735765,1405453,573923
2013-01-01,和歌山県,481158,535405,1016563,436289
2013-01-01,鳥取県,280814,307694,588508,231638
2013-01-01,島根県,340027,373107,713134,282991
2013-01-01,岡山県,937214,1008869,1946083,812189
2013-01-01,広島県,1389017,1484586,2873603,1266881
2013-01-01,山口県,684550,762949,1447499,654718
2013-01-01,徳島県,374083,410918,785001,328671
2013-01-01,香川県,486676,524031,1010707,424532
2013-01-01,愛媛県,681135,758982,1440117,643076
2013-01-01,高知県,355386,400608,755994,351945
2013-01-01,福岡県,2422551,2682876,5105427,2278258
2013-01-01,佐賀県,403752,449589,853341,319367
2013-01-01,長崎県,669336,757797,1427133,622522
2013-01-01,熊本県,861509,963852,1825361,751689
2013-01-01,大分県,568067,631334,1199401,522988
2013-01-01,宮崎県,538729,602830,1141559,512497
2013-01-01,鹿児島県,798787,902600,1701387,797800
2013-01-01,沖縄県,708020,729974,1437994,591269
2014-01-01,北海道,2584535,2878510,5463045,2727383
2014-01-01,青森県,648210,719648,1367858,585217
2014-01-01,岩手県,629528,681839,1311367,515721
2014-01-01,宮城県,1135266,1194173,2329439,950570
2014-01-01,秋田県,504302,565924,1070226,425062
2014-01-01,山形県,553083,598235,1151318,407350
2014-01-01,福島県,964124,1011972,1976096,760145
2014-01-01,茨城県,1496794,1496844,2993638,1187182
2014-01-01,栃木県,1000267,1010005,2010272,793003
2014-01-01,群馬県,997422,1022265,2019687,808409
2014-01-01,埼玉県,3655713,3633135,7288848,3085738
2014-01-01,千葉県,3121248,3126612,6247860,2704016
2014-01-01,東京都,6520890,6681147,13202037,6699648
2014-01-01,神奈川県,4557660,4542946,9100606,4114032
2014-01-01,新潟県,1141402,1213470,2354872,874981
2014-01-01,富山県,527097,564515,1091612,405987
2014-01-01,石川県,561756,601624,1163380,466200
2014-01-01,福井県,391335,416894,808229,284689
2014-01-01,山梨県,421772,439843,861615,350033
2014-01-01,長野県,1052516,1108298,2160814,846447
2014-01-01,岐阜県,1019826,1078350,2098176,792656
2014-01-01,静岡県,1876932,1926549,3803481,1518772
2014-01-01,愛知県,3743655,3734951,7478606,3096802
2014-01-01,三重県,911909,956951,1868860,768510
2014-01-01,滋賀県,700641,721138,1421779,548478
2014-01-01,京都府,1241455,1344449,2585904,1176024
2014-01-01,大阪府,4302152,4576542,8878694,4117692
2014-01-01,兵庫県,2716545,2938816,5655361,2460392
2014-01-01,奈良県,668495,734539,1403034,577501
2014-01-01,和歌山県,479267,532969,1012236,437711
2014-01-01,鳥取県,280295,306772,587067,232676
2014-01-01,島根県,339502,371862,711364,284580
2014-01-01,岡山県,937274,1007934,1945208,817223
2014-01-01,広島県,1391174,1485126,2876300,1273017
2014-01-01,山口県,682990,760156,1443146,656773
2014-01-01,徳島県,372893,409449,782342,329886
2014-01-01,香川県,486601,523427,1010028,427135
2014-01-01,愛媛県,679888,756639,1436527,645431
2014-01-01,高知県,355110,399165,754275,353246
2014-01-01,福岡県,2430718,2688095,5118813,2296175
2014-01-01,佐賀県,403582,448703,852285,321314
2014-01-01,長崎県,668501,756032,1424533,626316
2014-01-01,熊本県,862439,963247,1825686,757073
2014-01-01,大分県,567885,629969,1197854,525691
2014-01-01,宮崎県,539582,602904,1142486,515953
2014-01-01,鹿児島県,800257,902534,1702791,802845
2014-01-01,沖縄県,713684,734674,1448358,600573
2015-01-01,北海道,2568237,2863421,5431658,2738172
2015-01-01,青森県,641035,712301,1353336,586819
2015-01-01,岩手県,624594,676369,1300963,518383
2015-01-01,宮城県,1135024,1193109,2328133,961409
2015-01-01,秋田県,497843,558736,1056579,425771
2015-01-01,山形県,548411,592324,1140735,408771
2015-01-01,福島県,960877,1004509,1965386,767059
2015-01-01,茨城県,1490931,1490842,2981773,1197415
2015-01-01,栃木県,997942,1006475,2004417,800853
2015-01-01,群馬県,994458,1017745,2012203,815489
2015-01-01,埼玉県,3662212,3642684,7304896,3124151
2015-01-01,千葉県,3124578,3129528,6254106,2735874
2015-01-01,東京都,6565648,6731937,13297585,6784194
2015-01-01,神奈川県,4561879,4554787,9116666,4150981
2015-01-01,新潟県,1133087,1204398,2337485,880005
2015-01-01,富山県,524381,561329,1085710,408370
2015-01-01,石川県,560407,599356,1159763,470024
2015-01-01,福井県,389160,414345,803505,286201
2015-01-01,山梨県,418832,436670,855502,351845
2015-01-01,長野県,1046859,1101644,2148503,851059
2015-01-01,岐阜県,1014767,1072828,2087595,798069
2015-01-01,静岡県,1868542,1917564,3786106,1530499
2015-01-01,愛知県,3750112,3739834,7489946,3130046
2015-01-01,三重県,907884,952229,1860113,773416
2015-01-01,滋賀県,700498,720844,1421342,554109
2015-01-01,京都府,1238027,1341278,2579305,1184484
2015-01-01,大阪府,4293467,4575403,8868870,4147504
2015-01-01,兵庫県,2706852,2931486,5638338,2474489
2015-01-01,奈良県,664483,731165,1395648,580843
2015-01-01,和歌山県,475263,528467,1003730,438709
2015-01-01,鳥取県,278558,304793,583351,233650
2015-01-01,島根県,337087,369111,706198,285854
2015-01-01,岡山県,934882,1004840,1939722,823543
2015-01-01,広島県,1388164,1480995,2869159,1280555
2015-01-01,山口県,678003,753537,1431540,657547
2015-01-01,徳島県,370236,406331,776567,331059
2015-01-01,香川県,484723,520847,1005570,430089
2015-01-01,愛媛県,675440,750927,1426367,647461
2015-01-01,高知県,351939,395183,747122,352813
2015-01-01,福岡県,2431931,2688266,5120197,2321718
2015-01-01,佐賀県,401320,446104,847424,323025
2015-01-01,長崎県,663602,749553,1413155,628227
2015-01-01,熊本県,859109,959205,1818314,761778
2015-01-01,大分県,564631,626167,1190798,527744
2015-01-01,宮崎県,536561,599091,1135652,517715
2015-01-01,鹿児島県,795137,896290,1691427,804220
2015-01-01,沖縄県,716788,737235,1454023,610129
2016-01-01,北海道,2552868,2848342,5401210,2751282
2016-01-01,青森県,633903,704562,1338465,588464
2016-01-01,岩手県,619365,670105,1289470,520986
2016-01-01,宮城県,1133790,1190676,2324466,971642
2016-01-01,秋田県,491630,551385,1043015,426035
2016-01-01,山形県,543352,586208,1129560,410329
2016-01-01,福島県,956881,996818,1953699,774515
2016-01-01,茨城県,1485898,1484333,2970231,1208718
2016-01-01,栃木県,995916,1002948,1998864,809857
2016-01-01,群馬県,991916,1013404,2005320,823565
2016-01-01,埼玉県,3670697,3652716,7323413,3167510
2016-01-01,千葉県,3130062,3135837,6265899,2773070
2016-01-01,東京都,6621602,6793747,13415349,6889913
2016-01-01,神奈川県,4567791,4568360,9136151,4193331
2016-01-01,新潟県,1124655,1194780,2319435,885719
2016-01-01,富山県,522147,558013,1080160,411570
2016-01-01,石川県,559643,597399,1157042,474789
2016-01-01,福井県,387346,411874,799220,288163
2016-01-01,山梨県,416151,433633,849784,354020
2016-01-01,長野県,1042002,1095664,2137666,856348
2016-01-01,岐阜県,1009535,1066660,2076195,804061
2016-01-01,静岡県,1861080,1909539,3770619,1544095
2016-01-01,愛知県,3762016,3747620,7509636,3171435
2016-01-01,三重県,903162,946866,1850028,777756
2016-01-01,滋賀県,699781,720082,1419863,559129
2016-01-01,京都府,1235170,1339672,2574842,1193739
2016-01-01,大阪府,4288494,4577008,8865502,4186316
2016-01-01,兵庫県,2697830,2923257,5621087,2490682
2016-01-01,奈良県,660270,727548,1387818,583900
2016-01-01,和歌山県,470673,523644,994317,439637
2016-01-01,鳥取県,276664,302645,579309,234501
2016-01-01,島根県,335287,366107,701394,287437
2016-01-01,岡山県,932161,1001620,1933781,829811
2016-01-01,広島県,1386430,1476781,2863211,1290645
2016-01-01,山口県,672956,746825,1419781,658456
2016-01-01,徳島県,367282,402775,770057,332780
2016-01-01,香川県,483791,518382,1002173,433549
2016-01-01,愛媛県,670901,745096,1415997,649791
2016-01-01,高知県,348866,391193,740059,352809
2016-01-01,福岡県,2433567,2688881,5122448,2346328
2016-01-01,佐賀県,399230,443227,842457,325221
2016-01-01,長崎県,661019,743084,1404103,633084
2016-01-01,熊本県,855394,954949,1810343,767976
2016-01-01,大分県,561742,622219,1183961,530704
2016-01-01,宮崎県,533096,594982,1128078,519970
2016-01-01,鹿児島県,790125,889377,1679502,805329
2016-01-01,沖縄県,720548,740683,1461231,621790
2017-01-01,北海道,2537340,2833467,5370807,2761826
2017-01-01,青森県,627006,696855,1323861,589887
2017-01-01,岩手県,613838,663433,1277271,523065
2017-01-01,宮城県,1131759,1187679,2319438,980808
2017-01-01,秋田県,485257,543939,1029196,426020
2017-01-01,山形県,538338,580130,1118468,411919
2017-01-01,福島県,950430,988129,1938559,779244
2017-01-01,茨城県,1482072,1478386,2960458,1221978
2017-01-01,栃木県,993019,998578,1991597,817370
2017-01-01,群馬県,988955,1009320,1998275,831970
2017-01-01,埼玉県,3679223,3664584,7343807,3212080
2017-01-01,千葉県,3137814,3145788,6283602,2811702
2017-01-01,東京都,6675004,6855049,13530053,6994147
2017-01-01,神奈川県,4574910,4580479,9155389,4236072
2017-01-01,新潟県,1116170,1184753,2300923,890293
2017-01-01,富山県,520105,554600,1074705,414865
2017-01-01,石川県,558006,595621,1153627,478395
2017-01-01,福井県,385110,409323,794433,289825
2017-01-01,山梨県,413919,430798,844717,356363
2017-01-01,長野県,1036838,1089226,2126064,861074
2017-01-01,岐阜県,1004919,1061347,2066266,809888
2017-01-01,静岡県,1855174,1901691,3756865,1557733
2017-01-01,愛知県,3775270,3756961,7532231,3214669
2017-01-01,三重県,899701,942052,1841753,782840
2017-01-01,滋賀県,699932,720328,1420260,566148
2017-01-01,京都府,1232089,1337321,2569410,1202380
2017-01-01,大阪府,4283835,4577602,8861437,4223735
2017-01-01,兵庫県,2689585,2916960,5606545,2507945
2017-01-01,奈良県,656316,723865,1380181,587413
2017-01-01,和歌山県,466136,518553,984689,440150
2017-01-01,鳥取県,274794,300470,575264,235502
2017-01-01,島根県,333255,363127,696382,288790
2017-01-01,岡山県,929475,998157,1927632,835989
2017-01-01,広島県,1385401,1472074,2857475,1300322
2017-01-01,山口県,668030,740558,1408588,659804
2017-01-01,徳島県,364700,399513,764213,334117
2017-01-01,香川県,482078,515733,997811,436123
2017-01-01,愛媛県,666134,739191,1405325,651763
2017-01-01,高知県,345444,387091,732535,352694
2017-01-01,福岡県,2436091,2690298,5126389,2371459
2017-01-01,佐賀県,397243,440734,837977,328015
2017-01-01,長崎県,656314,736636,1392950,635020
2017-01-01,熊本県,850608,947541,1798149,770607
2017-01-01,大分県,558646,618245,1176891,533406
2017-01-01,宮崎県,529293,590251,1119544,521627
2017-01-01,鹿児島県,785168,882835,1668003,807169
2017-01-01,沖縄県,723531,743540,1467071,632826
2018-01-01,北海道,2522526,2817013,5339539,2772845
2018-01-01,青森県,619836,688871,1308707,591371
2018-01-01,岩手県,607653,656676,1264329,524685
2018-01-01,宮城県,1128109,1183971,2312080,989296
2018-01-01,秋田県,478874,536183,1015057,425933
2018-01-01,山形県,533428,573556,1106984,413685
2018-01-01,福島県,940942,978738,1919680,781157
2018-01-01,茨城県,1478591,1472496,2951087,1235665
2018-01-01,栃木県,991046,994692,1985738,826672
2018-01-01,群馬県,985809,1004775,1990584,841085
2018-01-01,埼玉県,3687936,3675075,7363011,3259736
2018-01-01,千葉県,3145139,3153853,6298992,2851491
2018-01-01,東京都,6720968,6916378,13637346,7096622
2018-01-01,神奈川県,4579405,4591869,9171274,4280874
2018-01-01,新潟県,1107012,1174279,2281291,895463
2018-01-01,富山県,518425,551087,1069512,418653
2018-01-01,石川県,556817,593581,1150398,482491
2018-01-01,福井県,383644,407114,790758,292518
2018-01-01,山梨県,411120,427703,838823,358393
2018-01-01,長野県,1031539,1082601,2114140,866562
2018-01-01,岐阜県,999670,1054679,2054349,816077
2018-01-01,静岡県,1848745,1894270,3743015,1571636
2018-01-01,愛知県,3785383,3766457,7551840,3257903
2018-01-01,三重県,896734,937535,1834269,789961
2018-01-01,滋賀県,699966,719669,1419635,572842
2018-01-01,京都府,1228455,1334697,2563152,1210844
2018-01-01,大阪府,4278352,4578092,8856444,4261381
2018-01-01,兵庫県,2680540,2909168,5589708,2524247
2018-01-01,奈良県,651885,719815,1371700,590664
2018-01-01,和歌山県,461537,513537,975074,440666
2018-01-01,鳥取県,272995,297829,570824,236209
2018-01-01,島根県,331378,359847,691225,290245
2018-01-01,岡山県,926557,994062,1920619,841911
2018-01-01,広島県,1381710,1467136,2848846,1308439
2018-01-01,山口県,662550,733647,1396197,660004
2018-01-01,徳島県,361622,395755,757377,334916
2018-01-01,香川県,480176,513029,993205,438842
2018-01-01,愛媛県,661140,733199,1394339,653377
2018-01-01,高知県,342201,383088,725289,352538
2018-01-01,福岡県,2439381,2691392,5130773,2398419
2018-01-01,佐賀県,395487,437785,833272,330790
2018-01-01,長崎県,649515,729488,1379003,633972
2018-01-01,熊本県,847293,941891,1789184,776133
2018-01-01,大分県,555140,614018,1169158,535794
2018-01-01,宮崎県,525934,586074,1112008,523791
2018-01-01,鹿児島県,779998,875890,1655888,807682
2018-01-01,沖縄県,725726,745810,1471536,643056
2019-01-01,北海道,2505804,2798609,5304413,2781336
2019-01-01,青森県,612406,680303,1292709,592453
2019-01-01,岩手県,601255,648887,1250142,526690
2019-01-01,宮城県,1123318,1179780,2303098,997384
2019-01-01,秋田県,472053,528170,1000223,425775
2019-01-01,山形県,528452,566931,1095383,415578
2019-01-01,福島県,932186,968867,1901053,784465
2019-01-01,茨城県,1471365,1464819,2936184,1246807
2019-01-01,栃木県,987391,988730,1976121,833629
2019-01-01,群馬県,981552,999650,1981202,848111
2019-01-01,埼玉県,3692814,3684474,7377288,3306139
2019-01-01,千葉県,3149858,3161332,6311190,2890519
2019-01-01,東京都,6764646,6976086,13740732,7198348
2019-01-01,神奈川県,4586170,4603351,9189521,4328814
2019-01-01,新潟県,1097016,1162293,2259309,899853
2019-01-01,富山県,516060,547233,1063293,422090
2019-01-01,石川県,555294,590654,1145948,486199
2019-01-01,福井県,381868,404635,786503,295136
2019-01-01,山梨県,408282,424487,832769,360354
2019-01-01,長野県,1026344,1075547,2101891,872084
2019-01-01,岐阜県,995296,1048818,2044114,824383
2019-01-01,静岡県,1841854,1884683,3726537,1585787
2019-01-01,愛知県,3792186,3773123,7565309,3300066
2019-01-01,三重県,893115,931522,1824637,795821
2019-01-01,滋賀県,700778,719302,1420080,580681
2019-01-01,京都府,1224209,1330859,2555068,1218744
2019-01-01,大阪府,4271166,4577832,8848998,4300161
2019-01-01,兵庫県,2670835,2899783,5570618,2540807
2019-01-01,奈良県,647286,715495,1362781,593688
2019-01-01,和歌山県,456598,508000,964598,440792
2019-01-01,鳥取県,270811,295241,566052,236957
2019-01-01,島根県,329526,356600,686126,291591
2019-01-01,岡山県,922984,988738,1911722,847424
2019-01-01,広島県,1377295,1461337,2838632,1315854
2019-01-01,山口県,656987,726092,1383079,660368
2019-01-01,徳島県,358588,391931,750519,335786
2019-01-01,香川県,477519,509817,987336,441030
2019-01-01,愛媛県,655577,726184,1381761,653958
2019-01-01,高知県,338823,378657,717480,352247
2019-01-01,福岡県,2440707,2690598,5131305,2424091
2019-01-01,佐賀県,393748,435033,828781,333689
2019-01-01,長崎県,643544,721847,1365391,634001
2019-01-01,熊本県,843631,936448,1780079,781507
2019-01-01,大分県,551327,608891,1160218,537715
2019-01-01,宮崎県,522376,581379,1103755,525513
2019-01-01,鹿児島県,774930,868507,1643437,808564
2019-01-01,沖縄県,728312,747866,1476178,654128
